name,birth,height,weight,job,salary
Paul Clarke,2008-03-14,166.5,63.0,Data scientist,115481.0
Daniel Shaw,1973-11-20,160.8,61.2,Data scientist,127913.0
Lisa Benton,1984-01-20,176.8,54.6,Blockchain developer,111126.0
Chloe Stone,2006-02-08,170.8,62.4,Software developer,102312.0
Jeffrey Wood,2014-05-23,188.6,89.1,Data scientist,129413.0
Stephanie Rose,1975-09-06,201.9,96.1,Full stack developer,111580.0
Brenda Macias,1986-05-16,171.2,64.6,Full stack developer,100612.0
Darlene Rivera,2014-03-14,205.2,86.4,Software developer,86097.0
Eileen Hall,1990-05-07,154.0,43.4,Data scientist,81130.0
,1998-02-16,156.7,69.4,Blockchain developer,138499.0
Amber Payne,1994-06-03,149.3,38.3,Data scientist,149361.0
Bonnie Oneill,1975-05-09,181.0,71.4,Data scientist,134778.0
Terri Barnes,2018-07-08,185.7,76.2,Blockchain developer,126281.0
Mrs. Lisa Lloyd,1988-08-09,195.6,87.3,Blockchain developer,163276.0
Nicole Stewart,1979-08-09,190.2,77.2,Software developer,83963.0
Stacy Austin,,186.7,82.3,Full stack developer,102657.0
Tamara Brown,1980-10-22,185.8,72.5,Data scientist,128225.0
Aaron Haley,1997-12-19,191.8,87.3,Blockchain developer,80648.0
Hannah Hendricks,1991-02-19,169.0,51.3,Software developer,86675.0
Hayden Jordan,2005-03-21,156.6,59.4,Data scientist,121994.0
Nicole Terrell,1982-03-27,182.4,75.3,Software developer,99330.0
Joshua Holmes,2023-07-02,160.6,56.7,Data scientist,138916.0
Mary Lowery,1989-11-29,176.9,79.2,Blockchain developer,119735.0
Ellen Kemp,1990-01-16,179.1,75.8,Software developer,82642.0
Jessica Soto,1970-01-30,160.0,62.6,,134953.0
Brandi Norris,1997-06-04,190.8,60.7,Full stack developer,131366.0
,1974-05-25,169.0,70.7,AI architect,93742.0
David Richardson,1973-02-25,183.7,93.6,Full stack developer,104483.0
John Sanford,1984-08-19,170.9,,Data scientist,127639.0
Jeffrey Santana,1983-01-27,179.4,69.8,Data scientist,123828.0
Ryan Maddox Jr.,,188.8,90.1,AI architect,103178.0
Patrick Blake,1993-07-02,165.6,57.7,Software developer,92254.0
Mr. Eugene Cannon,1982-06-04,180.9,60.0,Data scientist,179147.0
Brianna Wade,1972-06-16,153.2,48.6,AI architect,148106.0
Michael Castillo,2010-11-28,174.8,53.6,Data scientist,93011.0
Zachary Patterson,2022-12-27,169.5,69.5,Data scientist,122969.0
Joshua Howard,1987-05-08,163.3,62.0,Blockchain developer,145692.0
Cheryl Madden,2006-12-16,212.6,99.8,Data scientist,112688.0
,1979-04-18,181.0,72.9,Data scientist,124650.0
John Martin,1984-04-21,182.5,65.2,Blockchain developer,70121.0
Jessica Nixon,1970-05-27,189.2,90.6,Data scientist,127221.0
,2014-01-29,176.6,51.2,Software developer,88429.0
Melissa Turner,2015-12-09,153.0,68.7,Full stack developer,118258.0
Eric Miller,2002-11-17,181.8,83.1,AI architect,122523.0
Angela Miller,1974-03-04,186.7,76.0,Blockchain developer,78219.0
Justin Harris,1983-06-17,170.2,60.7,Data scientist,99247.0
Evan Lopez,2016-10-28,186.7,78.3,Software developer,87883.0
Mariah Jones,2002-02-21,174.4,65.4,Software developer,82269.0
Jerome Williams,1998-11-26,171.1,55.6,AI architect,127533.0
Charles Miller,1970-10-14,172.6,42.7,Full stack developer,83785.0
Kathryn Jennings,1996-09-14,178.3,64.4,Data scientist,118963.0
Allen Johnson,2003-12-18,162.1,63.8,AI architect,132736.0
Christopher Klein,1974-05-04,148.7,46.9,Data scientist,104608.0
Lisa Coleman,2007-04-30,162.4,65.3,Data scientist,138380.0
Heather Abbott,1973-03-28,177.9,,Data scientist,103638.0
Ann Winters,1986-03-02,188.4,85.6,Data scientist,123346.0
Erin Richardson,1970-01-21,190.0,67.8,Full stack developer,100135.0
Dr. Mike Rodriguez,2016-02-05,180.0,78.3,Full stack developer,123730.0
Gregory Goodman,1983-11-28,191.3,91.8,Data scientist,
Ashley Clay,2006-07-21,201.6,71.5,Data scientist,113938.0
Ashley Parker,2004-06-20,153.4,44.1,Data scientist,135246.0
Dominic Young,1973-06-11,162.1,70.5,Full stack developer,108516.0
Marie Zavala,1991-09-08,166.6,66.9,Full stack developer,90752.0
Christopher Boyd,1998-08-13,178.0,70.9,Data scientist,122342.0
Cathy Gordon,1979-03-29,193.5,92.3,Software developer,82857.0
Cheryl Salazar,1986-08-01,,63.4,Software developer,86433.0
Dana Ellis,1980-09-17,135.6,39.8,Project manager,138028.0
George Morris,1999-05-28,177.1,72.9,Data scientist,136882.0
Morgan Sullivan,1996-02-08,178.0,69.5,Data scientist,142619.0
Carolyn Luna,2017-01-18,197.4,75.4,Software developer,79912.0
Christopher Sweeney,1973-12-28,192.9,80.2,Blockchain developer,80358.0
Karen White MD,1990-07-27,159.8,69.3,Project manager,71157.0
Jerome Sullivan,2015-05-10,153.8,58.8,Blockchain developer,124575.0
Kelsey Trevino,1988-12-31,186.2,67.8,Full stack developer,94781.0
,2001-08-04,170.5,46.8,Blockchain developer,125149.0
Michael Kelly,2020-08-21,187.1,,Blockchain developer,101891.0
Samantha Pittman,2006-06-01,184.1,57.2,Data scientist,122088.0
Jennifer Mclean,2007-09-10,193.0,88.8,Data scientist,123670.0
Patricia Jackson,2004-06-23,161.8,49.3,Full stack developer,103199.0
Matthew Stephens,1973-12-24,167.0,75.2,,101506.0
Allison Vazquez,1994-11-05,172.9,61.4,Software developer,107177.0
Andrew Hester,1999-04-01,174.6,65.0,Data scientist,106214.0
Brittany Shepherd,2000-05-27,194.9,80.4,Software developer,96025.0
Jennifer Villa,1974-01-19,177.3,69.9,Full stack developer,106316.0
Misty Mitchell,2016-12-22,150.0,55.1,AI architect,120800.0
Holly Mayer,2005-02-19,167.6,61.1,Data scientist,115111.0
Amy Black,1990-08-05,146.8,45.6,,112057.0
Megan Brown,1999-03-13,170.4,78.4,Software developer,83899.0
Laura Petty,1970-04-03,170.3,87.1,Full stack developer,99253.0
,2007-03-28,171.6,62.9,Blockchain developer,56866.0
Dominique Jones,1988-02-21,176.3,67.9,Full stack developer,115168.0
Michelle Hodges,1989-02-04,184.3,95.6,Blockchain developer,163605.0
John Yang,2002-01-29,172.6,81.0,Software developer,93385.0
Trevor Mclaughlin,1983-09-01,167.9,70.9,Full stack developer,109874.0
Jacob Robinson,1982-03-26,173.1,66.8,Blockchain developer,151925.0
Lauren Harris,1984-09-24,175.5,64.8,Blockchain developer,39391.0
Scott Johnson,1984-08-15,182.2,82.2,Project manager,96089.0
Troy Hernandez,1987-06-29,156.9,68.6,Data scientist,158958.0
Cynthia Smith,2008-05-26,160.2,57.8,AI architect,146317.0
Frank Harvey,1986-09-05,188.7,90.3,Data scientist,91131.0
Ryan Keith,1988-07-23,173.4,77.1,Project manager,104860.0
Eric Harris,1989-03-07,160.9,59.1,Software developer,89152.0
Albert Wallace,1978-12-03,191.2,69.3,Full stack developer,113844.0
Dillon Rodriguez,1988-10-27,168.0,61.5,Data scientist,129997.0
Steven Bender,2002-10-02,172.6,59.6,AI architect,106298.0
Larry Schmidt,,183.4,101.0,Data scientist,89348.0
David Turner,2018-12-27,188.5,77.8,,110733.0
Shane Beltran,2018-12-12,181.3,63.3,Data scientist,133418.0
Ms. Michelle Ward MD,2011-01-31,175.7,65.7,Full stack developer,111082.0
Angela Hayes,1997-04-10,168.8,68.3,AI architect,122113.0
Heather George,1973-01-01,188.5,77.0,Data scientist,144431.0
Kelly Duncan,1983-10-12,169.4,64.5,Project manager,81951.0
Donald Mendez,2007-02-04,182.6,61.2,Data scientist,105627.0
Shawn Miles,1970-07-16,161.9,42.6,Blockchain developer,123528.0
Sean Jones,1994-06-12,169.6,59.8,Full stack developer,109665.0
Michael Byrd,2000-05-02,170.5,76.6,Data scientist,130382.0
Karen Cruz,2001-02-09,172.8,67.7,Data scientist,155928.0
Debra Allen,2020-10-16,209.3,103.7,,112626.0
Ashley Allen,1975-05-04,151.6,55.6,Blockchain developer,97956.0
Amanda Chambers,1973-12-08,174.6,76.9,Software developer,97744.0
Megan Cohen,1994-06-05,161.5,71.1,Blockchain developer,84744.0
Denise Wise,2018-03-16,163.5,57.5,Full stack developer,108292.0
Karen Morris,2001-06-11,172.2,68.7,Blockchain developer,156914.0
Desiree Martin,1977-08-13,173.4,84.3,Full stack developer,101279.0
Joshua Ramos,2000-04-20,181.4,69.2,Full stack developer,118349.0
Thomas Anderson,2001-12-01,178.6,63.7,Blockchain developer,121424.0
Daniel Taylor,2007-02-28,178.5,70.9,Data scientist,153520.0
Tiffany Johnson,1981-01-05,187.0,80.3,Full stack developer,129496.0
Jacob Fuentes,2009-10-19,189.8,69.3,,101556.0
Barry Ward,2002-01-09,185.0,88.1,Software developer,99943.0
Natasha Hernandez,,173.1,76.0,Full stack developer,97276.0
John Adams,2019-07-08,169.6,66.3,Data scientist,152553.0
Amy Joseph,2001-05-10,183.3,72.9,Software developer,89180.0
Derrick Foster,1979-11-27,165.0,52.4,Software developer,111031.0
Zachary Tran DVM,1988-01-17,182.1,60.8,Data scientist,130361.0
Julie Tran,2001-02-16,168.7,57.2,Full stack developer,97691.0
Kyle Martinez,2015-04-09,193.9,,Full stack developer,99264.0
Becky Garcia,1976-09-01,182.6,73.4,AI architect,123324.0
Steven Michael,1991-07-25,168.2,,Data scientist,124505.0
John Barrera,2002-09-28,165.3,53.8,Blockchain developer,68200.0
Laurie Nguyen,1971-06-18,193.2,79.8,Data scientist,154786.0
Aaron Waller,2000-06-28,222.4,89.3,Data scientist,145088.0
Stephanie Herrera,2016-01-29,162.9,66.5,Blockchain developer,142003.0
Stephanie Cummings,1996-11-22,168.4,69.8,Data scientist,127831.0
Allen Frederick,2000-08-30,,66.3,AI architect,128988.0
Robert Stout,1989-10-21,165.9,75.0,Software developer,86427.0
Brenda Mccarthy,1983-01-04,173.4,80.9,Project manager,119664.0
Eric Salinas,1975-05-12,177.5,64.3,Blockchain developer,120411.0
Bailey Ray,2012-05-15,,76.4,Blockchain developer,129805.0
Sandra Davies,1997-04-02,177.8,93.0,Full stack developer,119387.0
David Long,2016-08-30,176.7,67.5,Software developer,88776.0
Kathryn Johnson,2003-03-13,179.7,70.7,Full stack developer,103906.0
Ebony Wood,1995-09-05,177.4,66.2,Software developer,
Jason Lopez,2021-05-30,166.5,52.8,Data scientist,173059.0
,1971-07-01,172.5,55.7,Software developer,92912.0
Kathleen Johnson,1978-08-25,171.2,58.3,Software developer,88320.0
Shawn Huerta,1974-08-23,161.9,57.5,Data scientist,140848.0
Sabrina Hines,1983-11-04,182.4,70.6,Full stack developer,118104.0
Mark Ryan,1982-01-11,180.8,92.6,AI architect,111813.0
Latoya Weaver,1975-03-07,151.8,56.4,Data scientist,152113.0
Calvin White,2019-03-30,181.6,59.1,AI architect,110414.0
Regina Blake,1975-06-01,166.6,64.8,Software developer,72322.0
Collin Rodriguez,1994-09-03,178.5,86.0,Data scientist,137506.0
Gary York,2022-10-21,179.0,70.2,Software developer,83065.0
Joel Conway,1980-09-29,180.8,73.9,Software developer,98139.0
Mary Torres,1977-11-04,166.0,67.3,Software developer,109096.0
Katie David,1972-09-15,172.3,60.1,Full stack developer,107713.0
Casey Weiss,1974-03-15,150.5,53.8,Blockchain developer,109182.0
,1990-10-01,159.7,62.9,Blockchain developer,140695.0
Dennis Cunningham,2016-09-29,157.2,60.9,Full stack developer,111671.0
Ashley Oneill,1977-06-09,185.8,78.9,Blockchain developer,92723.0
Joe Allen,2022-07-25,184.3,78.0,AI architect,109476.0
Michelle Jones,1970-01-22,168.9,61.4,,130879.0
,2015-04-02,168.2,66.8,Software developer,72234.0
Mary Romero,2018-04-27,171.7,68.2,Software developer,91218.0
Meagan Smith,1984-02-17,180.0,84.2,Software developer,66397.0
Steven Lucas,1993-09-29,182.7,88.8,Data scientist,119354.0
Brett Smith,1996-08-25,156.8,28.1,Data scientist,124120.0
Andrea Mejia,1997-05-11,166.0,53.4,Full stack developer,104161.0
Joshua Ramos,2016-06-24,161.4,55.8,Software developer,82924.0
Steven Gibson,1980-05-02,189.4,108.2,Software developer,84679.0
Nicole Lewis,2009-02-08,169.3,60.0,Data scientist,144968.0
Melissa Davis,2022-02-17,152.9,49.9,AI architect,118329.0
Kathleen Hernandez,2007-07-23,159.9,60.8,AI architect,126908.0
John Smith,2022-05-06,173.9,67.2,Software developer,92142.0
Wayne Elliott,1996-05-30,196.5,99.8,Software developer,72050.0
Ryan Kirby,2018-02-24,185.3,60.9,Data scientist,146038.0
Bridget Johnson,2006-07-04,167.4,71.0,AI architect,110732.0
John Parker,1978-08-07,156.5,59.5,Blockchain developer,147833.0
Caroline Kirby,2006-11-30,196.5,88.4,Software developer,79960.0
Angelica Meyers,1990-02-23,191.7,74.9,Software developer,73314.0
Aaron Murphy,2020-07-28,185.9,58.1,Blockchain developer,64458.0
Alex Ruiz,1971-11-13,152.8,45.4,Data scientist,85832.0
Jennifer Campbell,1986-01-10,170.3,75.6,AI architect,152509.0
Matthew Davis,1972-11-16,166.4,52.6,Blockchain developer,127485.0
Scott Hunter,1998-01-01,174.2,71.6,Software developer,
Robert Murphy,2002-07-15,183.5,104.8,Data scientist,107451.0
Manuel Macias,2006-04-09,180.8,67.0,Full stack developer,105534.0
Clayton Robinson,,187.1,80.6,Data scientist,128504.0
Johnny Wood Jr.,1984-08-24,192.7,95.1,Software developer,91895.0
Melissa Oliver,2008-09-17,149.0,56.4,Full stack developer,108256.0
,2020-07-18,159.5,58.6,Blockchain developer,108801.0
Lisa Martinez,1992-03-13,184.7,88.9,Software developer,84960.0
Michael Kline,1999-07-01,,82.6,Data scientist,147505.0
Rachel Collins,2013-05-20,182.4,82.5,Blockchain developer,97935.0
Edgar Roy,1971-03-05,178.5,64.7,AI architect,97836.0
Brandy Wilson MD,2008-02-08,197.3,99.6,AI architect,106806.0
Albert George,2013-10-16,159.0,55.7,Blockchain developer,115176.0
Katie Johnson,1984-12-18,192.9,69.9,Software developer,92133.0
Jeffrey Pope,1979-01-14,191.6,85.4,Full stack developer,99858.0
Donna Wright,1985-09-02,164.7,69.4,Software developer,97813.0
Curtis Palmer,1977-08-30,187.8,84.6,Data scientist,116665.0
Lisa Young,1996-07-10,137.3,48.5,Software developer,107336.0
Seth Davenport,1997-03-18,169.2,69.5,Data scientist,123118.0
Jesse Davis,1979-06-16,179.3,59.7,Data scientist,134033.0
Angelica Lee,1989-10-30,152.5,,Software developer,107849.0
Maria Oliver,1987-07-18,173.5,66.2,Data scientist,158889.0
Timothy Bradley,2016-05-22,163.9,59.0,Software developer,90940.0
Kevin Johnson,2005-05-27,187.9,78.2,AI architect,122225.0
Mary Bradshaw,2011-09-22,180.2,60.7,Data scientist,90698.0
,2010-09-18,186.6,76.4,Software developer,72461.0
Brandon Jones,2011-04-16,187.6,77.7,Full stack developer,108772.0
Kelsey Mccann,2017-11-26,189.5,72.3,Data scientist,137737.0
Thomas Christian,2002-12-04,164.8,56.0,Data scientist,119463.0
Diane Wall,1978-08-30,153.8,50.3,Data scientist,157612.0
Debra Woodard,2004-08-31,149.6,33.9,Full stack developer,119457.0
Jeffrey Ball,2007-12-11,186.9,,Data scientist,170501.0
Bruce Cook,1970-05-28,148.5,50.3,Data scientist,103626.0
Sarah Mueller,1974-04-22,180.4,59.7,Software developer,
Kevin Santos,1988-02-13,182.4,84.2,Full stack developer,94025.0
Michelle Smith,2002-06-28,176.8,74.6,Software developer,72546.0
Shawn Harvey,1994-05-10,180.5,75.5,Full stack developer,130379.0
Erin Morrison,1981-10-09,175.4,86.2,Data scientist,179112.0
Aaron Turner,1989-10-21,179.3,79.1,Full stack developer,101347.0
Marcus Petty,1980-04-07,152.0,50.4,Full stack developer,107339.0
Jacqueline Salas,2015-12-18,160.7,66.3,Data scientist,113071.0
,2002-03-04,186.1,91.1,Software developer,73703.0
Erica Sullivan,1978-06-24,181.4,95.0,AI architect,124780.0
Nicole Castro,1998-01-29,164.7,67.0,Software developer,84024.0
Matthew Reyes,2022-03-08,144.3,43.6,Blockchain developer,84707.0
Alan Lester,1987-01-16,185.0,83.0,Blockchain developer,92132.0
Leah Boyd,2012-10-12,189.2,66.0,Data scientist,181286.0
Michael Erickson,1981-07-21,184.3,82.5,Software developer,86070.0
Andrew Jimenez,1984-05-22,161.9,60.0,Full stack developer,107129.0
Jason Miller Jr.,1997-11-16,182.5,87.3,AI architect,104694.0
Susan Mitchell,1973-02-06,180.7,71.1,Blockchain developer,117451.0
Andre Melendez,1989-12-17,171.2,60.5,Full stack developer,113918.0
Maureen Richardson,2008-05-16,168.1,60.6,Software developer,73047.0
Benjamin Morrow,2021-06-13,185.3,83.5,Data scientist,130375.0
David Brown,2019-02-17,194.3,103.6,Full stack developer,119413.0
Kristin Schroeder,2001-12-13,175.2,67.3,Data scientist,121978.0
Bradley Johnson,2016-05-27,157.4,55.4,Software developer,86771.0
Heather Fox,1983-04-04,167.8,60.9,Full stack developer,94117.0
Phyllis Davis,1984-03-09,168.8,60.4,Software developer,
Carmen Rogers,1972-07-13,181.0,81.9,Data scientist,128079.0
Kimberly Turner,1981-03-15,169.1,88.5,Software developer,92841.0
Nicole Shaffer,,177.8,72.6,Blockchain developer,107827.0
Erin Oliver,1993-03-29,177.9,66.7,Software developer,102325.0
Ms. Laura Mendoza MD,2013-12-17,179.1,85.2,Data scientist,108420.0
Karen Fowler,1979-12-10,186.0,86.1,Project manager,118017.0
Jason Bean,1984-05-08,183.2,84.7,Data scientist,94419.0
,2010-12-31,184.3,78.3,Software developer,89321.0
Donna Davis,1993-10-14,171.2,69.1,Software developer,72154.0
Mary Kelley,2021-04-20,153.3,64.6,Full stack developer,113666.0
Susan Cook,1991-03-30,177.8,75.2,Software developer,90302.0
Tyler Hammond,1997-10-16,196.2,91.5,Full stack developer,102704.0
Bobby Hartman,1986-01-02,189.1,88.8,Blockchain developer,96135.0
Laura Guzman,2001-03-03,169.3,71.0,Project manager,63277.0
Rebekah Odonnell,2022-03-14,187.3,70.5,Data scientist,153051.0
Michael Ellis,1982-03-16,155.9,49.8,Data scientist,151169.0
Lisa Beck,1991-02-03,174.5,79.0,Software developer,
Wanda Williamson,2000-09-22,193.4,76.3,Software developer,95405.0
Patricia Thomas,1987-01-09,158.3,58.5,Software developer,99439.0
Theresa Pitts,2006-10-21,178.7,84.0,Software developer,78670.0
Kathryn Tucker,1989-10-04,202.1,95.0,Software developer,89762.0
,1984-08-05,184.8,44.3,Data scientist,109918.0
Tristan May,1987-05-09,172.2,80.0,Data scientist,81930.0
Edward Chambers,1984-07-29,156.7,56.3,Project manager,88794.0
Benjamin Thomas,1971-08-23,190.0,77.2,Software developer,92570.0
Mrs. Jennifer Kerr,2000-12-14,171.2,69.7,Blockchain developer,147099.0
Evan Johnson,2000-03-17,160.9,59.9,Full stack developer,126929.0
Brian Ritter,2014-09-13,149.0,54.1,Blockchain developer,166891.0
Michael Guerrero,,179.0,73.7,AI architect,138482.0
Darryl Lang,1999-01-21,176.9,63.5,Software developer,90096.0
Brooke Shelton,2010-05-17,190.4,71.7,Data scientist,127159.0
Jack Allen,1985-09-11,176.3,85.9,Blockchain developer,105638.0
Barry Wilkinson,1975-10-13,216.1,109.2,Software developer,110337.0
Teresa Richardson,2001-09-18,170.1,65.7,Full stack developer,115951.0
Christopher Ho,2017-03-20,169.5,73.3,,81606.0
James Dalton,1996-02-25,173.0,60.2,AI architect,109373.0
Kristi Cantrell,2012-03-29,161.9,66.6,Software developer,105255.0
Patrick Church,1993-09-06,160.0,65.8,Full stack developer,127108.0
Jessica Andrews DVM,2003-03-03,159.8,77.2,Project manager,106175.0
Steven Mcdonald,1971-05-06,152.1,48.5,Blockchain developer,80607.0
Bradley Juarez,2002-09-04,200.7,86.1,Blockchain developer,108247.0
Raven Johnson,2018-06-28,171.0,58.9,Data scientist,101269.0
Adam Miranda,2012-07-03,190.4,,Blockchain developer,147527.0
Alvin Mcdaniel,1975-10-29,151.7,55.1,Full stack developer,109229.0
Samantha Williams,1974-03-03,182.4,90.5,Data scientist,
Chelsea Kennedy,1984-09-11,197.5,71.7,Data scientist,159397.0
Gary Beasley PhD,2011-04-03,179.2,73.3,AI architect,128372.0
William Barrera,1970-01-03,167.4,66.2,Software developer,70844.0
Makayla Holmes,1985-02-28,163.5,55.2,AI architect,127575.0
Robert Crosby,1991-06-23,157.6,53.7,Blockchain developer,111560.0
Paula Weber,1996-11-15,168.2,50.2,Data scientist,111166.0
Glenda Morris,2005-01-16,173.9,81.6,Full stack developer,116562.0
Adam Gillespie,1970-10-09,194.0,71.9,Data scientist,88455.0
Tina Cochran,1984-02-06,,68.3,Data scientist,123176.0
Travis Wood,1983-11-06,163.8,75.9,Full stack developer,99442.0
,2014-07-27,166.8,62.8,AI architect,119966.0
Julie Peterson,1999-10-28,159.5,70.9,Full stack developer,106355.0
Raymond Johnson,1992-09-18,174.3,63.3,Data scientist,119355.0
Zachary Davis,1976-03-08,187.8,88.1,Full stack developer,110779.0
Barbara Lopez,2000-07-11,170.2,80.7,Data scientist,107623.0
Thomas Cooley,1998-03-28,175.7,61.2,AI architect,95800.0
Jeanette Hammond,1972-07-31,174.9,60.4,Software developer,95265.0
Ashley Ward,1996-04-29,166.5,66.8,Full stack developer,114195.0
William Combs,1977-04-14,190.7,92.0,Software developer,81574.0
Jeremiah Price,2002-06-29,162.4,54.9,Software developer,86906.0
,2022-10-08,165.5,70.6,Software developer,104632.0
Zachary Vasquez,1988-07-05,171.9,54.4,Data scientist,103446.0
Erik Miranda,,149.3,52.9,Software developer,89507.0
Timothy Ramirez,1998-03-11,,60.0,Blockchain developer,105119.0
Alexis Cunningham,1988-11-03,174.5,53.0,Project manager,143926.0
Frederick Woods,2023-08-22,175.6,78.6,AI architect,124164.0
Christina Shaw,1993-11-28,150.1,46.4,Data scientist,155108.0
Nancy Vaughn,1983-09-24,,74.1,Software developer,75300.0
Andrew Ponce,1999-10-29,164.0,65.5,Full stack developer,110760.0
Robert Simmons,1985-01-20,179.2,71.1,Full stack developer,109551.0
Edward Davis,1999-02-02,148.9,52.0,Project manager,128665.0
Alexandra Thomas,2001-03-28,200.4,81.2,Blockchain developer,68496.0
Lori Maynard,2015-11-27,174.9,64.5,Data scientist,124871.0
Jennifer Espinoza,,177.6,77.1,Software developer,78683.0
Antonio Moss,2006-08-19,184.8,63.6,Data scientist,107479.0
Daniel Hall,,163.2,68.0,Project manager,121900.0
Jonathan Carlson,1977-04-29,159.7,61.9,Software developer,77522.0
,1983-01-23,179.8,78.6,Data scientist,127598.0
Robert Morris DDS,,174.5,76.9,Software developer,81438.0
Julia Cowan,1981-05-21,182.3,89.2,,110745.0
Jordan Meyer,1982-06-13,177.7,76.3,Blockchain developer,41395.0
Brandi Sanders,2016-10-28,187.1,89.6,Full stack developer,91210.0
Lisa Ramirez,1991-04-12,164.5,57.9,Data scientist,116185.0
Jeffrey Woods,2001-09-27,167.6,70.6,Software developer,98300.0
Ronald Perry,2006-07-22,175.4,70.0,Project manager,119238.0
Curtis Gonzales,2023-01-07,182.3,102.5,Data scientist,114416.0
Angel Novak,2007-03-15,198.6,90.9,Blockchain developer,130334.0
Mark Allen,1974-07-13,161.8,63.3,Data scientist,123925.0
Harry Smith,2020-05-03,170.3,69.3,Blockchain developer,66772.0
Mr. Randall Kelly III,1995-03-21,170.2,61.6,Software developer,81650.0
Lisa Reed,2016-12-10,178.1,81.5,Software developer,99678.0
Justin Barron,1981-04-02,179.2,80.0,,102805.0
Taylor Shaw,2018-06-15,164.9,59.1,Software developer,109046.0
Ariel Douglas,2002-06-30,196.1,72.9,Data scientist,137176.0
Jonathan Perez,2014-12-28,163.5,55.6,Full stack developer,103408.0
Eric Bailey,1970-08-01,165.0,65.2,Full stack developer,121614.0
,1992-07-06,178.2,75.5,Software developer,77930.0
Kevin Smith,2015-05-21,164.8,61.1,Software developer,82216.0
Natasha Jimenez,2009-03-24,183.6,73.8,AI architect,126431.0
David Hernandez,,192.4,80.4,Blockchain developer,82963.0
Francisco Bush,2002-11-29,190.9,111.8,Data scientist,139799.0
Kelly Kline,1992-05-16,161.6,61.6,Full stack developer,118405.0
Robert English,1972-03-10,180.9,84.4,Blockchain developer,144432.0
Jeffery Walker,2021-07-05,158.2,73.6,Full stack developer,114569.0
Nathan Cole,1998-02-19,185.5,81.1,Full stack developer,114264.0
Timothy Wright,1985-12-14,158.1,52.4,,144432.0
Christopher Moss,2007-12-30,166.7,68.8,Data scientist,103259.0
Brandi Johnson,1979-06-05,162.4,52.4,Software developer,100322.0
Michael Marsh,1974-01-06,166.5,54.0,Blockchain developer,168695.0
Angela King,2005-02-20,204.7,100.1,Blockchain developer,82760.0
Jacob Harper,2002-01-03,180.3,71.0,Data scientist,126426.0
Mary May,2006-08-20,192.9,86.1,Data scientist,104861.0
Logan Murray,1972-09-17,158.8,68.3,Project manager,99892.0
Jesse Banks,2005-07-09,166.8,57.8,Software developer,98972.0
Daniel Cummings,2006-03-28,187.7,85.3,Data scientist,145390.0
Linda Harris,2009-12-14,186.2,76.7,AI architect,138925.0
Patricia Johnson,1994-01-27,140.9,48.2,Software developer,86238.0
Johnathan Cordova,1994-03-27,155.8,61.3,Blockchain developer,66111.0
Jonathan Ramsey,1981-10-05,185.3,82.9,Software developer,76825.0
Michael Ramos,2006-02-14,207.5,100.1,Full stack developer,100869.0
Tony Murphy,2022-09-22,180.9,76.8,Data scientist,129790.0
Michael Anderson,1981-03-11,186.7,65.5,Data scientist,81499.0
Kristi Maldonado,1975-01-23,168.9,98.6,Blockchain developer,163700.0
Shannon Hammond,2000-01-04,163.1,68.7,Data scientist,157345.0
Kevin Mccoy,2013-12-06,183.2,66.5,Blockchain developer,131047.0
Anthony Matthews,1993-04-29,150.2,41.9,Software developer,81201.0
,1977-05-13,171.8,65.0,Full stack developer,101594.0
Elizabeth Gamble,1985-01-04,159.4,60.4,Software developer,
Kelly Brown,1972-05-05,176.8,66.8,Blockchain developer,80491.0
Catherine Lozano,2017-07-15,151.1,52.9,Software developer,92944.0
Jason Wagner,1978-03-20,145.7,49.1,Data scientist,145786.0
Laura Spencer,2012-12-09,167.1,69.2,Blockchain developer,71846.0
Robert David,2013-04-01,183.8,90.5,Software developer,99324.0
Mr. Bradley Martinez,1983-06-04,170.4,53.8,Full stack developer,136985.0
Jonathan Miller,1988-03-31,146.9,44.3,Data scientist,123674.0
Edward Murray,2005-03-29,164.5,61.3,AI architect,124691.0
William Juarez,,185.6,84.0,Full stack developer,100712.0
Philip Ward,1985-07-23,161.1,67.4,,112305.0
John Wright,2016-02-11,204.0,95.9,Project manager,100361.0
,2019-07-19,165.5,51.8,Data scientist,124050.0
David Haynes,1973-07-24,166.0,66.0,Software developer,105210.0
Destiny Berger,2020-04-26,176.7,87.8,Full stack developer,88519.0
Jeremy Johnson,2023-10-04,165.9,76.5,Data scientist,145218.0
Jennifer Guerra,2009-01-22,164.4,79.6,Blockchain developer,19728.0
Heather Garcia,1997-12-29,190.1,103.7,Data scientist,128708.0
Michael Summers,2014-08-16,165.9,70.0,Software developer,96099.0
Melissa Smith,2016-05-25,160.3,56.0,Blockchain developer,110840.0
Timothy Martin,1980-03-26,153.6,51.5,Project manager,128810.0
Aaron Wyatt,2015-09-23,171.8,75.4,Blockchain developer,75282.0
Douglas Chandler,2017-05-18,187.7,80.8,Data scientist,119417.0
Roberto Patel,2015-08-13,170.5,54.1,Blockchain developer,64493.0
Matthew Brooks,2012-07-25,165.6,,Software developer,100888.0
Scott Bowman,1990-01-09,177.7,70.2,Data scientist,119833.0
Thomas Lee,1986-04-17,166.8,55.9,Blockchain developer,111118.0
Natalie Salinas,2008-12-31,167.7,71.9,Full stack developer,107029.0
